,ICOL,IROW,ILAY,INODE,IBOUND,NTOP,NBOT,X,Y,THICKNESS,OUTCROP,Depth,kx,SS,rch
250562,184,329,7,250563,1,-463.0515,-615.1276,826250,6952250,152.07610000000005,N,836.22455,0.018310848,8.5972224e-06,
250563,185,329,7,250564,1,-437.5032,-588.4163,827750,6952250,150.9131,N,812.79655,0.019835574,8.8328448e-06,
250564,186,329,7,250565,1,-415.1479,-563.4274,829250,6952250,148.27950000000004,N,798.3042499999999,0.021515269,8.982272e-06,
250565,187,329,7,250566,1,-396.3393,-540.8889,830750,6952250,144.54960000000005,N,776.0725,0.023335336,9.2172288e-06,
250566,188,329,7,250567,1,-381.2866,-521.3156,832250,6952250,140.029,N,751.8136,0.025271451,9.4824704e-06,
250567,189,329,7,250568,1,-369.8566,-503.874,833750,6952250,134.0174,N,735.8654,0.02728921,9.6615168e-06,
250568,190,329,7,250569,1,-361.1591,-479.3187,835250,6952250,118.15959999999995,N,716.0895,0.029344912,9.889152e-06,
250569,191,329,7,250570,1,-337.3706,-441.0587,836750,6952250,103.68809999999996,N,685.64425,0.031387693,1.0251904e-05,
250570,192,329,7,250571,1,-306.3356,-404.7355,838250,6952250,98.3999,N,652.9373499999999,0.033363034,1.0659251e-05,
250571,193,329,7,250572,1,-275.9181,-373.6558,839750,6952250,97.73770000000002,N,624.64885,0.035217344,1.1026662e-05,
250572,194,329,7,250573,1,-242.1813,-340.2411,841250,6952250,98.05980000000002,N,592.8872,0.036902994,1.145664e-05,
250573,195,329,7,250574,1,-205.3122,-303.9381,842750,6952250,98.62590000000003,N,560.89575,0.038382914,1.1909581e-05,
250574,196,329,7,250575,1,-169.0366,-266.9759,844250,6952250,97.93930000000003,N,526.99945,0.039633845,1.2411776e-05,
250575,197,329,7,250576,1,-135.7986,-231.6825,845750,6952250,95.88390000000001,N,496.63635,0.040647521,1.2882688e-05,
250576,198,329,7,250577,1,-106.105,-200.0112,847250,6952250,93.9062,N,464.03869999999995,0.041429534,1.33e-05,
250577,199,329,7,250578,1,-79.54401,-172.7001,848750,6952250,93.15608999999999,N,444.72835499999997,0.041996195,1.33e-05,
250578,200,329,7,250579,1,-55.59833,-149.3345,850250,6952250,93.73616999999999,N,420.75091499999996,0.042370212,1.33e-05,
250579,201,329,7,250580,1,-33.83659,-128.5472,851750,6952250,94.71061,N,405.864395,0.042576234,1.33e-05,
250580,202,329,7,250581,1,-13.5674,-108.6138,853250,6952250,95.0464,N,394.4137,0.042637312,1.33e-05,
250581,203,329,7,250582,1,6.311462,-87.71344,854750,6952250,94.02490200000001,N,384.831789,0.042572961,1.33e-05,
250582,204,329,7,250583,1,27.24132,-64.44579,856250,6952250,91.68711,N,381.636435,0.042399042,1.33e-05,
250583,205,329,7,250584,1,50.55006,-38.49298,857750,6952250,89.04304,N,370.51205999999996,0.042129209,1.33e-05,
250584,206,329,7,250585,1,75.10634,-11.95089,859250,6952250,87.05723,N,360.01277500000003,0.041777275,1.33e-05,
250585,207,329,7,250586,1,98.32544,12.60225,860750,6952250,85.72319,N,316.384955,0.041359729,1.33e-05,
250586,208,329,7,250587,1,117.2922,33.12364,862250,6952250,84.16855999999999,N,287.89338,0.040897674,1.33e-05,
250587,209,329,7,250588,1,131.0389,48.51178,863750,6952250,82.52712000000001,N,269.87906,0.040417742,1.33e-05,
250588,210,329,7,250589,1,140.6667,59.29259,865250,6952250,81.37411,N,262.943855,0.039951879,1.33e-05,
250589,211,329,7,250590,1,146.6583,66.9344,866750,6952250,79.7239,N,248.92565,0.039536187,1.33e-05,
250590,212,329,7,250591,1,149.1559,72.92848,868250,6952250,76.22742000000001,N,243.28400999999997,0.039209252,1.33e-05,
250591,213,329,7,250592,1,149.9782,78.54292,869750,6952250,71.43527999999999,N,254.69864,0.039010415,1.33e-05,
250592,214,329,7,250593,1,151.2992,85.30669,871250,6952250,65.99251000000001,N,254.777855,0.038978389,1.33e-05,
250593,215,329,7,250594,1,154.2456,96.59593,872750,6952250,57.64967,N,239.984835,0.039150492,1.33e-05,
250594,216,329,7,250595,1,160.4557,115.1553,874250,6952250,45.30040000000001,N,230.4903,0.039562613,1.33e-05,
250595,217,329,7,250596,1,172.7665,140.9573,875750,6952250,31.809200000000004,N,214.18600000000004,0.040249922,1.33e-05,
250596,218,329,7,250597,1,194.8073,173.5407,877250,6952250,21.26660000000001,N,191.56530000000004,0.041248258,1.33e-05,
250597,219,329,7,250598,1,226.1356,207.9267,878750,6952250,18.2089,N,191.88275,0.042596089,1.33e-05,
250598,220,329,7,250599,1,260.601,237.7281,880250,6952250,22.872899999999987,N,144.87525,0.044336906,1.33e-05,
250599,221,329,7,250600,1,289.941,261.435,881750,6952250,28.505999999999972,N,102.30520000000001,0.046521889,1.33e-05,
250600,222,329,7,250601,1,312.4455,279.8089,883250,6952250,32.63659999999999,N,76.4529,0.049212648,1.33e-05,
250601,223,329,7,250602,1,330.7083,293.7118,884750,6952250,36.996500000000026,N,53.166949999999986,0.052483843,1.33e-05,
250602,224,329,7,250603,1,344.4205,303.7831,886250,6952250,40.637400000000014,N,32.136499999999955,0.056425497,1.33e-05,
250603,225,329,7,250604,1,352.1515,310.7414,887750,6952250,41.4101,N,25.628949999999975,0.06114483,1.33e-05,
250604,226,329,7,250605,1,354.7574,315.2246,889250,6952250,39.53280000000001,N,24.624900000000025,0.066767559,1.33e-05,
250605,227,329,7,250606,1,359.0412,317.3834,890750,6952250,41.65780000000001,N,25.747199999999964,0.07343864,1.33e-05,
250606,228,329,7,250607,1,373.0747,318.1307,892250,6952250,54.94400000000002,N,32.43489999999997,0.081322584,1.33e-05,
250607,229,329,7,250608,1,366.3881,319.7336,893750,6952250,46.654499999999985,Y,23.327249999999992,0.090603599,-0.021985425,
250608,230,329,7,250609,1,374.9694,323.5568,895250,6952250,51.4126,Y,25.7063,0.101486,-0.021985425,
250609,231,329,7,250610,1,374.2081,329.8264,896750,6952250,44.38170000000002,Y,22.19085000000001,0.1141956,-0.021985425,
250610,232,329,7,250611,1,372.0624,338.0204,898250,6952250,34.04200000000003,Y,17.021000000000015,0.1289829,-0.021985425,
250611,233,329,7,250612,1,391.4042,347.2434,899750,6952250,44.160799999999995,Y,22.080399999999997,0.1461289,-0.021985425,
250612,234,329,7,250613,1,400.2992,357.7591,901250,6952250,42.540099999999995,Y,21.270050000000026,0.1659542,-0.021985425,
250613,235,329,7,250614,1,400.2985,369.6541,902750,6952250,30.644399999999962,Y,15.322199999999953,0.1888315,-0.021985425,
250614,1,330,7,250615,1,-338.0403,-415.9602,551750,6950750,77.91989999999998,N,621.99005,4.199391,1.1061939e-05,
250615,2,330,7,250616,1,-347.0396,-423.2497,553250,6950750,76.21010000000001,N,633.02985,3.393615,1.0916173e-05,
250616,3,330,7,250617,1,-357.0091,-432.8292,554750,6950750,75.82010000000002,N,631.35645,2.684135,1.0938138e-05,
250617,4,330,7,250618,1,-366.9886,-442.4188,556250,6950750,75.43019999999996,N,649.106,2.080728,1.0708173e-05,
250618,5,330,7,250619,1,-376.968,-451.9881,557750,6950750,75.02009999999996,N,659.78675,1.58393,1.057239e-05,
250619,6,330,7,250620,1,-386.9474,-461.5375,559250,6950750,74.5901,N,685.0849499999999,1.186944,1.025856e-05,
250620,7,330,7,250621,1,-396.9666,-471.0867,560750,6950750,74.12009999999998,N,691.8751500000001,0.8781414,1.0176358e-05,
250621,8,330,7,250622,1,-407.0656,-480.6656,562250,6950750,73.59999999999997,N,690.0237999999999,0.643558,1.0198656e-05,
250622,9,330,7,250623,1,-417.2645,-490.2648,563750,6950750,73.00029999999998,N,688.6339499999999,0.4689337,1.0215629e-05,
250623,10,330,7,250624,1,-427.5834,-499.9136,565250,6950750,72.33019999999999,N,695.6282,0.3411079,1.0131098e-05,
250624,11,330,7,250625,1,-438.0222,-509.5923,566750,6950750,71.57010000000002,N,697.87525,0.2487788,1.0104141e-05,
250625,12,330,7,250626,1,-448.5507,-519.2808,568250,6950750,70.7301,N,710.57865,0.1827563,9.9537152e-06,
250626,13,330,7,250627,1,-459.119,-528.9589,569750,6950750,69.83989999999994,N,722.78475,0.1358798,9.8112768e-06,
250627,14,330,7,250628,1,-469.6573,-538.5773,571250,6950750,68.92000000000002,N,738.9603,0.1027567,9.62624e-06,
250628,15,330,7,250629,1,-480.0954,-548.1158,572750,6950750,68.02040000000005,N,755.8525999999999,0.0794341,9.4375424e-06,
250629,16,330,7,250630,1,-490.3438,-557.5536,574250,6950750,67.20979999999997,N,766.382,0.063078693,9.3220608e-06,
250630,17,330,7,250631,1,-500.3316,-566.8514,575750,6950750,66.51980000000003,N,772.1351,0.051697736,9.2598272e-06,
250631,18,330,7,250632,1,-509.9604,-575.9896,577250,6950750,66.0292,N,787.0758000000001,0.043916109,9.1000832e-06,
250632,19,330,7,250633,1,-519.179,-584.9867,578750,6950750,65.80770000000007,N,802.26485,0.038807668,8.9410048e-06,
250633,20,330,7,250634,1,-527.9479,-593.8344,580250,6950750,65.88649999999996,N,799.4641499999999,0.035774335,8.9699584e-06,
250634,21,330,7,250635,1,-536.2667,-602.5624,581750,6950750,66.29570000000001,N,811.74585,0.034464514,8.8434944e-06,
250635,22,330,7,250636,1,-544.1769,-611.2087,583250,6950750,67.03179999999998,N,820.8268,0.034723375,8.7513088e-06,
250636,23,330,7,250637,1,-551.776,-619.7562,584750,6950750,67.98020000000008,N,834.2791000000001,0.036569518,8.6165248e-06,
250637,24,330,7,250638,1,-559.153,-628.144,586250,6950750,68.99099999999999,N,846.3979,0.040194858,8.4973824e-06,
250638,25,330,7,250639,1,-566.261,-636.1722,587750,6950750,69.91120000000001,N,857.7642,0.045986748,8.3875584e-06,
250639,26,330,7,250640,1,-572.9105,-643.5439,589250,6950750,70.63340000000005,N,862.0436,0.054573069,8.346624e-06,
250640,27,330,7,250641,1,-578.8721,-650.0757,590750,6950750,71.20359999999994,N,869.0486999999999,0.066891787,8.280064e-06,
250641,28,330,7,250642,1,-584.0037,-655.7004,592250,6950750,71.69669999999996,N,874.40885,0.084285501,8.2294784e-06,
250642,29,330,7,250643,1,-588.2097,-660.4553,593750,6950750,72.24559999999997,N,879.269,0.1086173,8.1842176e-06,
250643,30,330,7,250644,1,-591.4863,-664.3807,595250,6950750,72.89440000000002,N,883.3224000000001,0.1423954,8.1466112e-06,
250644,31,330,7,250645,1,-593.8939,-667.5383,596750,6950750,73.64440000000002,N,886.9556000000001,0.1888764,8.1129984e-06,
250645,32,330,7,250646,1,-595.5418,-670.0347,598250,6950750,74.49290000000008,N,890.51065,0.2520947,8.0800512e-06,
250646,33,330,7,250647,1,-596.5776,-671.9626,599750,6950750,75.38499999999999,N,893.0311999999999,0.3367329,8.057088e-06,
250647,34,330,7,250648,1,-597.1265,-673.439,601250,6950750,76.3125,N,892.95685,0.4477252,8.0577536e-06,
250648,35,330,7,250649,1,-597.3433,-674.5845,602750,6950750,77.24120000000005,N,892.8934999999999,0.5894879,8.0584192e-06,
250649,36,330,7,250650,1,-597.3592,-675.5097,604250,6950750,78.15049999999997,N,892.66035,0.7647326,8.060416e-06,
250650,37,330,7,250651,1,-597.2932,-676.3252,605750,6950750,79.03200000000004,N,894.9812999999999,0.9729635,8.0391168e-06,
250651,38,330,7,250652,1,-597.2458,-677.1469,607250,6950750,79.90109999999993,N,899.17955,1.20898,8.0011776e-06,
250652,39,330,7,250653,1,-597.29,-678.049,608750,6950750,80.75900000000001,N,899.4761,1.461927,7.9985152e-06,
250653,40,330,7,250654,1,-597.4996,-679.1077,610250,6950750,81.60810000000004,N,898.4757500000001,1.715498,8.0075008e-06,
250654,41,330,7,250655,1,-597.9165,-680.3684,611750,6950750,82.45189999999991,N,893.8619500000001,1.949686,8.0494336e-06,
250655,42,330,7,250656,1,-598.5643,-681.8749,613250,6950750,83.31060000000002,N,900.1165000000001,2.143946,7.9925248e-06,
250656,43,330,7,250657,1,-599.4532,-683.6499,614750,6950750,84.19669999999996,N,899.97685,2.281002,7.993856e-06,
250657,44,330,7,250658,1,-600.5696,-685.7051,616250,6950750,85.13549999999998,N,901.09555,2.350152,7.983872e-06,
250658,45,330,7,250659,1,-601.8752,-688.0382,617750,6950750,86.16300000000001,N,901.3022,2.349032,7.9818752e-06,
250659,46,330,7,250660,1,-603.3242,-690.6345,619250,6950750,87.31029999999998,N,902.1301500000001,2.283399,7.9745536e-06,
250660,47,330,7,250661,1,-604.8949,-693.4778,620750,6950750,88.5829,N,903.7579499999999,2.165212,7.9595776e-06,
250661,48,330,7,250662,1,-606.5933,-696.524,622250,6950750,89.9307,N,903.1932499999999,2.009812,7.9649024e-06,
250662,49,330,7,250663,1,-608.4295,-699.7566,623750,6950750,91.32710000000009,N,905.85025,1.833105,7.9409408e-06,
250663,50,330,7,250664,1,-610.4069,-703.1523,625250,6950750,92.74540000000002,N,907.7384,1.649387,7.923968e-06,
250664,51,330,7,250665,1,-612.5167,-706.7018,626750,6950750,94.18510000000003,N,908.74675,1.470085,7.9149824e-06,
250665,52,330,7,250666,1,-614.7641,-710.416,628250,6950750,95.65190000000007,N,910.85715,1.303349,7.8960128e-06,
250666,53,330,7,250667,1,-617.1424,-714.2895,629750,6950750,97.14710000000002,N,914.63435,1.154279,7.8624e-06,
250667,54,330,7,250668,1,-619.666,-718.3255,631250,6950750,98.65949999999998,N,914.88725,1.02548,7.8600704e-06,
250668,55,330,7,250669,1,-622.3301,-722.5265,632750,6950750,100.19640000000004,N,917.8875,0.9177579,7.8337792e-06,
250669,56,330,7,250670,1,-625.1384,-726.8715,634250,6950750,101.73309999999992,N,920.92835,0.8307697,7.8068224e-06,
250670,57,330,7,250671,1,-628.1093,-731.3544,635750,6950750,103.2451000000001,N,922.12315,0.7635873,7.7961728e-06,
250671,58,330,7,250672,1,-631.2421,-735.9752,637250,6950750,104.73309999999992,N,924.77485,0.7151307,7.7732096e-06,
250672,59,330,7,250673,1,-634.5475,-740.7615,638750,6950750,106.21399999999994,N,925.3901,0.6844925,7.767552e-06,
250673,60,330,7,250674,1,-638.0427,-745.7524,640250,6950750,107.7097,N,928.6349499999999,0.6711747,7.739264e-06,
250674,61,330,7,250675,1,-641.7806,-751.0281,641750,6950750,109.24749999999995,N,933.20685,0.675268,7.6996608e-06,
250675,62,330,7,250676,1,-645.8071,-756.6706,643250,6950750,110.86350000000004,N,939.25405,0.6975994,7.6474112e-06,
250676,63,330,7,250677,1,-650.1229,-762.727,644750,6950750,112.60410000000002,N,945.2665499999999,0.7398688,7.59616e-06,
250677,64,330,7,250678,1,-654.5741,-769.1467,646250,6950750,114.57259999999997,N,951.191,0.8047889,7.5459072e-06,
250678,65,330,7,250679,1,-658.8804,-775.8537,647750,6950750,116.9733,N,954.56915,0.8962329,7.5176192e-06,
250679,66,330,7,250680,1,-662.725,-782.7252,649250,6950750,120.00019999999995,N,959.542,1.019386,7.4756864e-06,
250680,67,330,7,250681,1,-665.882,-789.515,650750,6950750,123.63300000000004,N,965.3331,1.180885,7.4277632e-06,
250681,68,330,7,250682,1,-668.324,-795.9,652250,6950750,127.57600000000002,N,967.7375999999999,1.388902,7.4077952e-06,
250682,69,330,7,250683,1,-670.179,-801.5759,653750,6950750,131.39690000000007,N,970.35455,1.653142,7.3861632e-06,
250683,70,330,7,250684,1,-671.6648,-806.2495,655250,6950750,134.5847,N,974.2580499999999,1.984639,7.3542144e-06,
250684,71,330,7,250685,1,-672.9906,-809.692,656750,6950750,136.70140000000004,N,976.1444,2.395287,7.3389056e-06,
250685,72,330,7,250686,1,-674.1373,-811.6718,658250,6950750,137.53449999999998,N,976.56035,2.896963,7.3355776e-06,
250686,73,330,7,250687,1,-674.8035,-811.9191,659750,6950750,137.11559999999997,N,977.2984,3.500146,7.3295872e-06,
250687,74,330,7,250688,1,-674.6414,-810.2378,661250,6950750,135.59640000000002,N,975.8852999999999,4.211999,7.3409024e-06,
250688,75,330,7,250689,1,-673.4097,-806.6846,662750,6950750,133.2749,N,973.2368500000001,5.033983,7.3625344e-06,
250689,76,330,7,250690,1,-671.0969,-801.6669,664250,6950750,130.57000000000005,N,968.3762000000002,5.959309,7.4024704e-06,
250690,77,330,7,250691,1,-667.8633,-796.0311,665750,6950750,128.16780000000006,N,950.2616,6.970748,7.5538944e-06,
250691,78,330,7,250692,1,-664.0037,-790.8755,667250,6950750,126.87180000000001,N,945.2682,8.039525,7.59616e-06,
250692,79,330,7,250693,1,-659.952,-787.2426,668750,6950750,127.29060000000004,N,949.4249,9.126035,7.5608832e-06,
250693,80,330,7,250694,1,-656.1168,-785.47,670250,6950750,129.35320000000002,N,948.5149,9.339,7.5685376e-06,
250694,81,330,7,250695,1,-652.8561,-785.3074,671750,6950750,132.45130000000006,N,947.4964500000001,9.339,7.5771904e-06,
250695,82,330,7,250696,1,-650.4274,-786.3659,673250,6950750,135.93849999999998,N,947.66555,9.339,7.5758592e-06,
250696,83,330,7,250697,1,-648.6146,-788.3544,674750,6950750,139.73980000000006,N,947.974,9.339,7.5731968e-06,
250697,84,330,7,250698,1,-648.4507,-792.2592,676250,6950750,143.80849999999998,N,948.6797499999999,9.339,7.5672064e-06,
250698,85,330,7,250699,1,-653.1909,-799.0473,677750,6950750,145.8563999999999,N,959.1889,9.339,7.4786816e-06,
250699,86,330,7,250700,1,-662.6691,-807.7238,679250,6950750,145.05470000000003,N,972.1649499999999,9.339,7.37152e-06,
250700,87,330,7,250701,1,-668.2759,-815.268,680750,6950750,146.99210000000005,N,980.06365,9.339,7.3069568e-06,
250701,88,330,7,250702,1,-665.7068,-819.9782,682250,6950750,154.27139999999997,N,981.5912,9.339,7.2946432e-06,
250702,89,330,7,250703,1,-658.3907,-822.5041,683750,6950750,164.11339999999996,N,980.4328,9.339,7.3039616e-06,
250703,90,330,7,250704,1,-653.6348,-825.7902,685250,6950750,172.1554,N,986.1435000000001,9.339,7.2577024e-06,
250704,91,330,7,250705,1,-656.8132,-832.5616,686750,6950750,175.74839999999995,N,996.6334,9.339,7.1738368e-06,
250705,92,330,7,250706,1,-668.4468,-843.1057,688250,6950750,174.6588999999999,N,997.55875,9.339,7.1665152e-06,
250706,93,330,7,250707,1,-680.6443,-854.7452,689750,6950750,174.1008999999999,N,1003.23865,9.339,7.12192e-06,
250707,94,330,7,250708,1,-689.9318,-865.6864,691250,6950750,175.7546000000001,N,1013.1795999999999,9.339,7.0440448e-06,
250708,95,330,7,250709,1,-699.0926,-877.3177,692750,6950750,178.2251,N,1025.4465500000001,8.954485,6.9498624e-06,
250709,96,330,7,250710,1,-711.6516,-891.8372,694250,6950750,180.18560000000002,N,1037.4881,8.059895,6.8586752e-06,
250710,97,330,7,250711,1,-727.2391,-908.845,695750,6950750,181.60590000000002,N,1061.14595,7.128451,6.6839552e-06,
250711,98,330,7,250712,1,-743.5815,-926.4092,697250,6950750,182.82770000000005,N,1080.27645,6.18092,6.5468416e-06,
250712,99,330,7,250713,1,-758.9402,-942.9434,698750,6950750,184.0032,N,1099.7892000000002,5.243499,6.4107264e-06,
250713,100,330,7,250714,1,-771.8088,-957.2535,700250,6950750,185.4447,N,1111.4972500000001,4.345273,6.3305216e-06,
250714,101,330,7,250715,1,-781.3294,-968.0233,701750,6950750,186.69389999999999,N,1124.08075,3.514336,6.2459904e-06,
250715,102,330,7,250716,1,-788.3757,-974.7527,703250,6950750,186.37699999999995,N,1139.3462,2.773628,6.145152e-06,
250716,103,330,7,250717,1,-794.9421,-977.9477,704750,6950750,183.00560000000007,N,1154.2137,2.137738,6.0489728e-06,
250717,104,330,7,250718,1,-801.321,-978.7313,706250,6950750,177.4103,N,1168.26965,1.611584,5.9601152e-06,
250718,105,330,7,250719,1,-806.2814,-978.0515,707750,6950750,171.77010000000007,N,1175.33325,1.191143,5.9158528e-06,
250719,106,330,7,250720,1,-808.7586,-978.2482,709250,6950750,169.4896,N,1176.1539,0.8657156,5.9108608e-06,
250720,107,330,7,250721,1,-807.0548,-977.6432,710750,6950750,170.58839999999998,N,1172.8422,0.6208231,5.9314944e-06,
250721,108,330,7,250722,1,-800.934,-974.2625,712250,6950750,173.32850000000008,N,1169.52325,0.4409019,5.952128e-06,
250722,109,330,7,250723,1,-792.4679,-969.3329,713750,6950750,176.865,N,1165.2882,0.3112799,5.978752e-06,
250723,110,330,7,250724,1,-780.7791,-963.2047,715250,6950750,182.42560000000003,N,1166.331,0.2193062,5.972096e-06,
250724,111,330,7,250725,1,-763.8361,-953.066,716750,6950750,189.22990000000004,N,1167.92585,0.1547619,5.962112e-06,
250725,112,330,7,250726,1,-745.3535,-937.0348,718250,6950750,191.68129999999996,N,1153.14785,0.1097888,6.0559616e-06,
250726,113,330,7,250727,1,-744.9791,-922.0342,719750,6950750,177.05510000000004,N,1157.99575,0.078566055,6.0250112e-06,
250727,114,330,7,250728,1,-761.1199,-917.5192,721250,6950750,156.39929999999993,N,1168.7763499999999,0.056901177,5.9567872e-06,
250728,115,330,7,250729,1,-755.1115,-918.4415,722750,6950750,163.33000000000004,N,1165.2459,0.041837051,5.9790848e-06,
250729,116,330,7,250730,1,-759.1771,-916.2736,724250,6950750,157.0965,N,1151.99815,0.03131848,6.0632832e-06,
250730,117,330,7,250731,1,-763.0074,-917.0355,725750,6950750,154.0281,N,1132.1322499999999,0.023931296,6.1924096e-06,
250731,118,330,7,250732,1,-763.6001,-919.3011,727250,6950750,155.70100000000002,N,1133.1689999999999,0.018708234,6.1857536e-06,
250732,119,330,7,250733,1,-761.7815,-923.4304,728750,6950750,161.6488999999999,N,1152.44475,0.014989533,6.060288e-06,
250733,120,330,7,250734,1,-760.9396,-930.2509,730250,6950750,169.31129999999996,N,1180.59885,0.012325237,5.8832384e-06,
250734,121,330,7,250735,1,-762.9667,-940.0933,731750,6950750,177.12660000000005,N,1150.7773,0.010407865,6.0712704e-06,
250735,122,330,7,250736,1,-768.39,-952.642,733250,6950750,184.25200000000007,N,1147.1658000000002,0.01,6.0945664e-06,
250736,123,330,7,250737,1,-776.9438,-967.2183,734750,6950750,190.2745,N,1149.17525,0.01,6.0815872e-06,
250737,124,330,7,250738,1,-787.9608,-982.9828,736250,6950750,195.02200000000005,N,1153.9107,0.01,6.0509696e-06,
250738,125,330,7,250739,1,-800.6749,-999.1096,737750,6950750,198.43470000000002,N,1178.43355,0.01,5.8965504e-06,
250739,126,330,7,250740,1,-814.3094,-1014.884,739250,6950750,200.57460000000003,N,1211.6319,0.01,5.6955392e-06,
250740,127,330,7,250741,1,-828.1571,-1029.776,740750,6950750,201.61890000000005,N,1236.2386500000002,0.01,5.5524352e-06,
250741,128,330,7,250742,1,-841.6671,-1043.457,742250,6950750,201.7899000000001,N,1272.62825,0.01,5.3490944e-06,
250742,129,330,7,250743,1,-854.4512,-1055.815,743750,6950750,201.36380000000008,N,1258.6048,0.01,5.426304e-06,
250743,130,330,7,250744,1,-866.3594,-1066.884,745250,6950750,200.52459999999996,N,1262.0757,0.01,5.4070016e-06,
250744,131,330,7,250745,1,-877.3892,-1076.774,746750,6950750,199.38479999999993,N,1267.0886,0.01,5.3793792e-06,
250745,132,330,7,250746,1,-887.6014,-1085.588,748250,6950750,197.98659999999995,N,1275.7595999999999,0.01,5.3317888e-06,
250746,133,330,7,250747,1,-896.9835,-1093.377,749750,6950750,196.3934999999999,N,1298.21905,0.01,5.2119808e-06,
250747,134,330,7,250748,1,-905.3685,-1100.109,751250,6950750,194.74049999999988,N,1310.04635,0.01,5.15008e-06,
250748,135,330,7,250749,1,-912.4344,-1105.693,752750,6950750,193.2586,N,1315.0028,0.01,5.1244544e-06,
250749,136,330,7,250750,1,-917.8086,-1109.984,754250,6950750,192.17539999999997,N,1303.3465999999999,0.01,5.185024e-06,
250750,137,330,7,250751,1,-921.2091,-1112.839,755750,6950750,191.6298999999999,N,1303.7038499999999,0.01,5.1830272e-06,
250751,138,330,7,250752,1,-922.7385,-1114.132,757250,6950750,191.39350000000002,N,1315.30735,0.01,5.1227904e-06,
250752,139,330,7,250753,1,-923.3657,-1113.856,758750,6950750,190.49030000000005,N,1330.94775,0.01,5.0432512e-06,
250753,140,330,7,250754,1,-924.5687,-1112.331,760250,6950750,187.76229999999987,N,1337.96995,0.01,5.0079744e-06,
250754,141,330,7,250755,1,-926.7572,-1110.258,761750,6950750,183.50080000000003,N,1337.7509,0.01,5.0093056e-06,
250755,142,330,7,250756,1,-928.5145,-1108.853,763250,6950750,180.33850000000007,N,1327.33645,0.01,5.0615552e-06,
250756,143,330,7,250757,1,-929.6708,-1108.736,764750,6950750,179.06520000000012,N,1333.5707000000002,0.01,5.0299392e-06,
250757,144,330,7,250758,1,-930.9987,-1109.606,766250,6950750,178.6073,N,1344.05145,0.010199979,4.9776896e-06,
250758,145,330,7,250759,1,-932.4125,-1110.711,767750,6950750,178.2985,N,1335.9434500000002,0.010386335,5.0182912e-06,
250759,146,330,7,250760,1,-933.6407,-1111.459,769250,6950750,177.81830000000002,N,1345.51145,0.010538422,4.9707008e-06,
250760,147,330,7,250761,1,-934.4751,-1111.641,770750,6950750,177.16590000000008,N,1342.35445,0.010655721,4.9863424e-06,
250761,148,330,7,250762,1,-934.8122,-1111.119,772250,6950750,176.30679999999995,N,1349.213,0.010738714,4.9523968e-06,
250762,149,330,7,250763,1,-934.5792,-1109.817,773750,6950750,175.2378,N,1331.3090000000002,0.010788797,5.0415872e-06,
250763,150,330,7,250764,1,-933.7045,-1107.696,775250,6950750,173.99149999999986,N,1333.51925,0.01080816,5.030272e-06,
250764,151,330,7,250765,1,-932.1304,-1104.768,776750,6950750,172.63760000000002,N,1344.9338,0.010799636,4.9733632e-06,
250765,152,330,7,250766,1,-929.8437,-1101.067,778250,6950750,171.2233,N,1336.08915,0.010766544,5.0172928e-06,
250766,153,330,7,250767,1,-926.8558,-1096.635,779750,6950750,169.77919999999995,N,1321.5801999999999,0.010712512,5.0908416e-06,
250767,154,330,7,250768,1,-923.2176,-1091.527,781250,6950750,168.3094000000001,N,1334.0962,0.010641326,5.0272768e-06,
250768,155,330,7,250769,1,-918.9927,-1085.787,782750,6950750,166.79430000000002,N,1320.21555,0.010556779,5.0978304e-06,
250769,156,330,7,250770,1,-914.2331,-1079.449,784250,6950750,165.21590000000003,N,1307.46555,0.010462556,5.163392e-06,
250770,157,330,7,250771,1,-908.9819,-1072.519,785750,6950750,163.5371,N,1291.37725,0.010362141,5.2479232e-06,
250771,158,330,7,250772,1,-903.2691,-1064.989,787250,6950750,161.71990000000005,N,1290.54295,0.010258761,5.2525824e-06,
250772,159,330,7,250773,1,-897.1138,-1056.834,788750,6950750,159.7202000000001,N,1276.8423,0.010155353,5.3261312e-06,
250773,160,330,7,250774,1,-890.5267,-1047.998,790250,6950750,157.47130000000004,N,1263.27435,0.010054567,5.4003456e-06,
250774,161,330,7,250775,1,-883.4905,-1038.41,791750,6950750,154.91950000000008,N,1266.66765,0.01,5.3817088e-06,
250775,162,330,7,250776,1,-876.0124,-1028.001,793250,6950750,151.98860000000002,N,1261.8271,0.01,5.4083328e-06,
250776,163,330,7,250777,1,-868.0366,-1016.627,794750,6950750,148.59039999999993,N,1243.4687,0.01,5.511168e-06,
250777,164,330,7,250778,1,-859.5109,-1004.127,796250,6950750,144.61609999999996,N,1228.0264499999998,0.01,5.5996928e-06,
250778,165,330,7,250779,1,-849.9854,-990.367,797750,6950750,140.38159999999993,N,1219.1307,0.01,5.6512768e-06,
250779,166,330,7,250780,1,-837.802,-975.1603,799250,6950750,137.35829999999999,N,1200.61895,0.01,5.7614336e-06,
250780,167,330,7,250781,1,-823.9836,-958.3084,800750,6950750,134.32479999999998,N,1188.9655,0.01,5.8319872e-06,
250781,168,330,7,250782,1,-809.6277,-939.6356,802250,6950750,130.00789999999995,N,1172.49575,0.01,5.9334912e-06,
