ILAY,INODE,ICOL,IROW,X,Y,stage_m,cond_m2_per_day,rbot_m
19,782044,126,165,739250,7198250,330.71,5000.0,330.71
19,782045,127,165,740750,7198250,322.35,5000.0,322.35
19,782046,128,165,742250,7198250,316.32,5000.0,316.32
19,782047,129,165,743750,7198250,298.48,5000.0,298.48
19,782048,130,165,745250,7198250,301.88,5000.0,301.88
19,782049,131,165,746750,7198250,285.68,5000.0,285.68
19,782050,132,165,748250,7198250,278.65,5000.0,278.65
19,782051,133,165,749750,7198250,277.15,5000.0,277.15
19,782052,134,165,751250,7198250,269.58,5000.0,269.58
19,782053,135,165,752750,7198250,262.48,5000.0,262.48
19,782054,136,165,754250,7198250,259.62,5000.0,259.62
19,782055,137,165,755750,7198250,259.49,5000.0,259.49
19,782056,138,165,757250,7198250,258.53,5000.0,258.53
19,782057,139,165,758750,7198250,251.22,5000.0,251.22
19,782058,140,165,760250,7198250,241.58,5000.0,241.58
19,782059,141,165,761750,7198250,240.03,5000.0,240.03
19,782060,142,165,763250,7198250,246.43,5000.0,246.43
19,782061,143,165,764750,7198250,236.33,5000.0,236.33
19,782062,144,165,766250,7198250,228.04,5000.0,228.04
19,782063,145,165,767750,7198250,226.1,5000.0,226.1
19,782064,146,165,769250,7198250,222.45,5000.0,222.45
19,782065,147,165,770750,7198250,221.29,5000.0,221.29
19,782066,149,165,773750,7198250,239.55,5000.0,239.55
19,782067,151,165,776750,7198250,228.51,5000.0,228.51
19,782068,152,165,778250,7198250,247.32,5000.0,247.32
19,782069,153,165,779750,7198250,256.25,5000.0,256.25
19,782071,2,166,553250,7196750,643.1,5000.0,643.1
19,782072,3,166,554750,7196750,646.37,5000.0,646.37
19,782073,4,166,556250,7196750,637.7,5000.0,637.7
19,782074,8,166,562250,7196750,650.93,5000.0,650.93
19,782075,26,166,589250,7196750,656.26,5000.0,656.26
19,782076,27,166,590750,7196750,661.3,5000.0,661.3
19,782077,28,166,592250,7196750,668.28,5000.0,668.28
19,782078,29,166,593750,7196750,662.69,5000.0,662.69
19,782079,30,166,595250,7196750,620.36,5000.0,620.36
19,782080,31,166,596750,7196750,614.81,5000.0,614.81
19,782081,34,166,601250,7196750,605.67,5000.0,605.67
19,782082,35,166,602750,7196750,598.63,5000.0,598.63
19,782083,36,166,604250,7196750,565.47,5000.0,565.47
19,782084,37,166,605750,7196750,574.18,5000.0,574.18
19,782085,38,166,607250,7196750,556.62,5000.0,556.62
19,782086,41,166,611750,7196750,545.16,5000.0,545.16
19,782087,42,166,613250,7196750,549.37,5000.0,549.37
19,782088,43,166,614750,7196750,546.28,5000.0,546.28
19,782089,44,166,616250,7196750,557.35,5000.0,557.35
19,782090,45,166,617750,7196750,525.05,5000.0,525.05
19,782091,46,166,619250,7196750,505.96,5000.0,505.96
19,782092,47,166,620750,7196750,520.51,5000.0,520.51
19,782093,48,166,622250,7196750,539.47,5000.0,539.47
19,782094,49,166,623750,7196750,516.27,5000.0,516.27
19,782095,50,166,625250,7196750,514.43,5000.0,514.43
19,782096,51,166,626750,7196750,533.82,5000.0,533.82
19,782097,52,166,628250,7196750,546.37,5000.0,546.37
19,782098,125,166,737750,7196750,317.02,5000.0,317.02
19,782099,126,166,739250,7196750,315.83,5000.0,315.83
19,782100,127,166,740750,7196750,296.38,5000.0,296.38
19,782101,128,166,742250,7196750,309.99,5000.0,309.99
19,782102,129,166,743750,7196750,318.6,5000.0,318.6
19,782103,130,166,745250,7196750,305.43,5000.0,305.43
19,782104,131,166,746750,7196750,294.02,5000.0,294.02
19,782105,132,166,748250,7196750,288.35,5000.0,288.35
19,782106,133,166,749750,7196750,303.23,5000.0,303.23
19,782107,134,166,751250,7196750,284.14,5000.0,284.14
19,782108,135,166,752750,7196750,269.05,5000.0,269.05
19,782109,136,166,754250,7196750,259.61,5000.0,259.61
19,782110,137,166,755750,7196750,259.15,5000.0,259.15
19,782111,138,166,757250,7196750,254.17,5000.0,254.17
19,782112,139,166,758750,7196750,253.46,5000.0,253.46
19,782113,140,166,760250,7196750,246.29,5000.0,246.29
19,782117,144,166,766250,7196750,229.38,5000.0,229.38
19,782118,145,166,767750,7196750,224.12,5000.0,224.12
19,782119,146,166,769250,7196750,223.38,5000.0,223.38
19,782120,147,166,770750,7196750,216.69,5000.0,216.69
19,782121,148,166,772250,7196750,218.17,5000.0,218.17
19,782122,151,166,776750,7196750,223.66,5000.0,223.66
19,782123,153,166,779750,7196750,247.56,5000.0,247.56
19,782125,2,167,553250,7195250,633.92,5000.0,633.92
19,782126,3,167,554750,7195250,607.72,5000.0,607.72
19,782127,5,167,557750,7195250,631.1,5000.0,631.1
19,782128,6,167,559250,7195250,662.48,5000.0,662.48
19,782129,7,167,560750,7195250,663.93,5000.0,663.93
19,782130,24,167,586250,7195250,650.94,5000.0,650.94
19,782131,25,167,587750,7195250,655.72,5000.0,655.72
19,782132,26,167,589250,7195250,662.16,5000.0,662.16
19,782133,27,167,590750,7195250,648.91,5000.0,648.91
19,782134,28,167,592250,7195250,640.93,5000.0,640.93
19,782135,29,167,593750,7195250,636.49,5000.0,636.49
19,782136,30,167,595250,7195250,646.72,5000.0,646.72
19,782137,31,167,596750,7195250,620.11,5000.0,620.11
19,782138,32,167,598250,7195250,604.2,5000.0,604.2
19,782139,33,167,599750,7195250,582.76,5000.0,582.76
19,782140,34,167,601250,7195250,565.92,5000.0,565.92
19,782141,35,167,602750,7195250,575.28,5000.0,575.28
19,782142,36,167,604250,7195250,559.97,5000.0,559.97
19,782143,37,167,605750,7195250,561.76,5000.0,561.76
19,782144,38,167,607250,7195250,552.82,5000.0,552.82
19,782145,40,167,610250,7195250,538.28,5000.0,538.28
19,782146,41,167,611750,7195250,519.58,5000.0,519.58
19,782147,42,167,613250,7195250,531.55,5000.0,531.55
19,782148,43,167,614750,7195250,558.73,5000.0,558.73
19,782149,44,167,616250,7195250,531.69,5000.0,531.69
19,782150,45,167,617750,7195250,510.89,5000.0,510.89
19,782151,46,167,619250,7195250,501.09,5000.0,501.09
19,782152,47,167,620750,7195250,521.76,5000.0,521.76
19,782153,48,167,622250,7195250,524.32,5000.0,524.32
19,782154,49,167,623750,7195250,511.82,5000.0,511.82
19,782155,50,167,625250,7195250,511.83,5000.0,511.83
19,782156,51,167,626750,7195250,529.51,5000.0,529.51
19,782157,52,167,628250,7195250,529.18,5000.0,529.18
19,782158,56,167,634250,7195250,594.98,5000.0,594.98
19,782159,121,167,731750,7195250,386.34,5000.0,386.34
19,782160,122,167,733250,7195250,368.02,5000.0,368.02
19,782161,125,167,737750,7195250,289.59,5000.0,289.59
19,782162,126,167,739250,7195250,296.38,5000.0,296.38
19,782163,127,167,740750,7195250,333.58,5000.0,333.58
19,782164,128,167,742250,7195250,326.94,5000.0,326.94
19,782165,129,167,743750,7195250,334.7,5000.0,334.7
19,782166,130,167,745250,7195250,295.9,5000.0,295.9
19,782167,131,167,746750,7195250,292.72,5000.0,292.72
19,782168,132,167,748250,7195250,325.2,5000.0,325.2
19,782169,133,167,749750,7195250,321.31,5000.0,321.31
19,782170,134,167,751250,7195250,298.3,5000.0,298.3
19,782171,135,167,752750,7195250,286.83,5000.0,286.83
